name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
ירושלים 823,2801,4000,226,66,35,156,1157,1562,39800,25000,3000,4100,.428061406640486,.448717948717949,.885714285714286,.366666666666667,5.56943948589789,5.65,1.24955373081042,1.65,42.8061406640486,0
ירושלים 822,5425,6849,479,119,68,295,2165,2950,33900,24000,2900,3800,.262488479262673,.623728813559322,.75,.310344827586207,5.43778801843318,6.99372171119871,1.25345622119816,1.73747992407651,26.2488479262673,0
ירושלים 821,6322,8449,219,69,44,163,2159,3140,37500,27500,3200,4000,.336444163239481,.343558282208589,.568181818181818,.25,2.57829800695982,2.59202272458279,.695982284087314,.816664694046633,33.6444163239481,0
ירושלים 812,3335,3630,562,255,165,392,1350,1678,45900,33000,3900,4700,.088455772113943,.433673469387755,.545454545454545,.205128205128205,11.7541229385307,15.4820936639118,4.94752623688156,7.02479338842975,8.8455772113943,1
ירושלים 721,2486, , , ,268,665,1243, , ,34800,3900, , , , , ,26.7497988736927, ,10.7803700724055, , , 
ירושלים 543,1443,1270, , , , , , , , , , ,-.11988911988912, , , , , , , ,-11.988911988912,0
ירושלים 542,4235,3495,2147,893,997,3016,2964,2149,39600,26200,3100,4300,-.174734356552538,-.288129973474801,-.104312938816449,.387096774193548,71.2160566706021,61.4306151645207,23.5419126328217,25.5507868383405,-17.4734356552538,1
ירושלים 541,3654,3928,1829,1266,1277,2042,1944,1845,85500,62100,6000,8200,.0749863163656268,-.104309500489716,-.00861393891934226,.366666666666667,55.8839627805145,46.5631364562118,34.9480021893815,32.2301425661914,7.49863163656268,1
ירושלים 533,2678,2761,314,132,100,272,1143,1350,50300,39200,3700,4900,.030993278566094,.154411764705882,.32,.324324324324324,10.1568334578043,11.372691053966,3.73412994772218,4.7808764940239,3.0993278566094,1
ירושלים 532,3442,4771,415,107,48,270,1449,2140,49700,31000,3200,4700,.386112725159791,.537037037037037,1.22916666666667,.46875,7.84427658338176,8.69838608258227,1.39453805926787,2.24271641165374,38.6112725159791,0
ירושלים 531,2561,3350,506,235,176,423,1120,1516,60700,41300,4000,5700,.308082780163998,.196217494089834,.335227272727273,.425,16.5169855525185,15.1044776119403,6.87231550175713,7.01492537313433,30.8082780163998,0
ירושלים 523,2832,3132,731,396,520,933,1335,1343,63600,52400,5000,6100,.10593220338983,-.216505894962487,-.238461538461539,.22,32.9449152542373,23.3397190293742,18.361581920904,12.6436781609195,10.593220338983,1
ירושלים 522,3320,4078,672,348,342,684,1301,1524,62200,48100,4700,5700,.228313253012048,-.0175438596491229,.0175438596491229,.212765957446809,20.6024096385542,16.4786660127513,10.3012048192771,8.53359489946052,22.8313253012048,1
ירושלים 521,4039,4414,508,197,160,507,1679,2134,47500,37300,3700,4600,.0928447635553356,.00197238658777121,.23125,.243243243243243,12.5526120326814,11.5088355233348,3.96137657836098,4.46307204349796,9.28447635553356,1
ירושלים 515,4851,4356,455,153,135,461,2070,2061,48400,37000,3800,4700,-.102040816326531,-.0130151843817787,.133333333333333,.236842105263158,9.50319521748093,10.44536271809,2.78293135435993,3.51239669421488,-10.2040816326531,1
ירושלים 514,4274,4507,402,108,76,311,1687,2168,46900,34100,3400,4500,.0545156761815628,.292604501607717,.421052631578947,.323529411764706,7.27655591951334,8.91945861992456,1.77819372952737,2.39627246505436,5.45156761815628,1
ירושלים 513,3785,4056,269,65,50,236,1505,1889,45400,36800,3700,4500,.0715984147952444,.139830508474576,.3,.216216216216216,6.23513870541612,6.63214990138067,1.32100396301189,1.6025641025641,7.15984147952444,1
ירושלים 512,2853,2810,297,110,53,220,1183,1359,50000,40600,3800,4600,-.0150718541885735,.35,1.07547169811321,.210526315789474,7.7111812127585,10.5693950177936,1.85769365580091,3.91459074733096,-1.50718541885735,1
ירושלים 435,2056,2106,966,617,680,1079,1137,1074,71000,73300,6900,6800,.0243190661478598,-.104726598702502,-.0926470588235294,-.0144927536231884,52.4805447470817,45.8689458689459,33.0739299610895,29.2972459639126,2.43190661478598,1
ירושלים 434,2824,3684,841,448,438,880,1476,1712,66300,49400,4600,6200,.304532577903683,-.0443181818181818,.0228310502283104,.347826086956522,31.1614730878187,22.828447339848,15.5099150141643,12.1606948968512,30.4532577903683,0
ירושלים 433,2068,2543,668,363,365,744,1173,1176,70800,55000,5200,6500,.229690522243714,-.102150537634409,-.0054794520547945,.25,35.9767891682785,26.2681871804955,17.6499032882012,14.2744789618561,22.9690522243714,1
ירושלים 432,5032,5003,892,395,290,787,2073,2556,56800,39800,4000,5300,-.00576311605723367,.133418043202033,.362068965517241,.325,15.6399046104928,17.8293024185489,5.7631160572337,7.89526284229462,-.576311605723367,1
ירושלים 431,4636,5488,1733,924,846,1722,2473,2936,68700,60200,5700,6400,.183779119930975,.00638792102206742,.0921985815602837,.12280701754386,37.144089732528,31.5779883381924,18.2484900776531,16.8367346938775,18.3779119930975,1
ירושלים 426,5568,5732,819,309,142,572,2240,2962,51200,34800,3600,4800,.0294540229885059,.431818181818182,1.17605633802817,.333333333333333,10.2729885057471,14.288206559665,2.55028735632184,5.39078855547802,2.94540229885059,1
ירושלים 425,4755,6285,704,259,112,404,1982,2965,50400,38100,3600,5000,.321766561514196,.742574257425743,1.3125,.388888888888889,8.49631966351209,11.2012728719173,2.35541535226078,4.12092283214002,32.1766561514196,0
ירושלים 424,2148,2964,480,206,123,392,916,1238,60800,42600,4200,5800,.379888268156425,.224489795918367,.67479674796748,.380952380952381,18.2495344506518,16.1943319838057,5.72625698324022,6.95006747638327,37.9888268156425,0
ירושלים 423,4248,5493,714,263,163,588,1666,2190,58700,40000,3900,5500,.293079096045198,.214285714285714,.613496932515337,.41025641025641,13.8418079096045,12.998361551065,3.83709981167608,4.78791188785727,29.3079096045198,0
ירושלים 422,2805,3632,904,455,448,860,1343,1645,65100,52100,5000,6300,.294830659536542,.0511627906976744,.015625,.26,30.6595365418895,24.8898678414097,15.9714795008913,12.5275330396476,29.4830659536542,0
ירושלים 421,3574,5215,1241,623,538,1171,1976,2350,76500,57500,5300,7100,.459149412423055,.0597779675491033,.157992565055762,.339622641509434,32.76440962507,23.7967401725791,15.053161723559,11.9463087248322,45.9149412423055,0
ירושלים 413,3609,4524,775,310,145,485,1564,2560,52200,38300,3800,5000,.253532834580216,.597938144329897,1.13793103448276,.315789473684211,13.438625658077,17.130857648099,4.01773344416736,6.85234305923961,25.3532834580216,0
ירושלים 412,5235,4828,622,188,86,448,1986,2485,52200,37600,3700,5000,-.0777459407831901,.388392857142857,1.18604651162791,.351351351351351,8.5577841451767,12.8831814415907,1.64278892072588,3.89395194697597,-7.77459407831901,1
ירושלים 411,5233,5410,797,305,149,547,1990,3028,51200,38200,3800,4800,.0338238104337856,.457038391224863,1.04697986577181,.263157894736842,10.4528950888592,14.731977818854,2.84731511561246,5.63770794824399,3.38238104337856,1
ירושלים 211,267296, , , ,10965,21344,99881, , ,42400,4100, , , , , ,7.98515503411948, ,4.10219382257871, , , 
ירושלים 1644,1598,1797, , , , , , , , , , ,.124530663329161, , , , , , , ,12.4530663329161,0
ירושלים 1643,2570,2704,973,457,430,897,1373,1591,90200,68600,6200,8000,.0521400778210117,.084726867335563,.0627906976744186,.290322580645161,34.9027237354086,35.9837278106509,16.7315175097276,16.9008875739645,5.21400778210117,1
ירושלים 1642,2680,2941,1017,469,442,930,1588,1721,84300,62400,5600,7600,.0973880597014924,.0935483870967742,.0610859728506787,.357142857142857,34.7014925373134,34.5800748044883,16.4925373134328,15.946956817409,9.73880597014924,1
ירושלים 1641,3588,3493,1092,534,531,1228,2148,2098,78800,57700,5200,7200,-.0264771460423634,-.110749185667752,.00564971751412435,.384615384615385,34.2251950947603,31.2625250501002,14.7993311036789,15.2877182937303,-2.64771460423634,1
ירושלים 1634,4611,4810,1775,914,815,1727,2854,2882,89200,60300,5600,8100,.0431576664497939,.0277938621887666,.121472392638037,.446428571428571,37.4539145521579,36.9022869022869,17.6751247018,19.002079002079,4.31576664497939,1
ירושלים 1633,5042,5715,1981,971,718,1665,2914,3353,81200,56800,5200,7300,.133478778262594,.18978978978979,.352367688022284,.403846153846154,33.0226100753669,34.663167104112,14.2403808012693,16.9903762029746,13.3478778262594,1
ירושלים 1632,5920,5937,2088,980,874,2006,3451,3564,77000,55600,5200,7000,.00287162162162158,.040877367896311,.121281464530892,.346153846153846,33.8851351351351,35.1692774128348,14.7635135135135,16.5066531918477,.287162162162158,1
ירושלים 1631,3110,3434,918,457,447,949,1868,1878,68700,52000,4700,6300,.104180064308682,-.0326659641728135,.0223713646532437,.340425531914894,30.5144694533762,26.7326732673267,14.3729903536977,13.3080955154339,10.4180064308682,1
ירושלים 1623,995,6560,1850,901, , , ,3128,101600, , ,9000,5.5929648241206, , , , ,28.2012195121951, ,13.734756097561,559.29648241206,0
ירושלים 1622,8773,17366,5569,2545,1193,2417,3914,8664,85900,71500,6500,7700,.979482503134617,1.30409598676045,1.13327745180218,.184615384615385,27.5504388464607,32.0684095358747,13.5985409780007,14.6550731314062,97.9482503134618,0
ירושלים 136,4104,4105,1693,811,677,1516,2448,2556,86600,64500,5800,7600,.000243664717348935,.116754617414248,.197932053175776,.310344827586207,36.9395711500975,41.2423873325213,16.4961013645224,19.7563946406821,.0243664717348935,1
ירושלים 1355,2537,2981,1218,670,513,1038,1524,1674,72900,53800,5100,6500,.175009854158455,.173410404624277,.306042884990253,.274509803921569,40.9144659046117,40.8587722240859,20.220733149389,22.4756793022476,17.5009854158455,1
ירושלים 1354,2834,2483,1021,567,575,1095,1614,1465,72400,51500,4800,6400,-.123853211009174,-.0675799086757991,-.0139130434782608,.333333333333333,38.6379675370501,41.1196133709223,20.2893436838391,22.8352799033427,-12.3853211009174,1
ירושלים 1353,2513,2512,799,405,364,844,1480,1483,74600,52600,4800,6700,-.000397930760047793,-.0533175355450237,.112637362637363,.395833333333333,33.5853561480302,31.8073248407643,14.4846796657382,16.1226114649682,-.0397930760047793,1
ירושלים 1352,2852,2753,1115,640,565,1150,1764,1555,84500,62700,5700,7600,-.0347124824684432,-.0304347826086957,.132743362831858,.333333333333333,40.3225806451613,40.501271340356,19.8106591865358,23.2473665092626,-3.47124824684432,1
ירושלים 1351,3181,4244,1764,1033,571,1240,1988,2335,91200,61100,5800,8600,.334171644137064,.42258064516129,.809106830122592,.482758620689655,38.9814523734675,41.564561734213,17.950330084879,24.3402450518379,33.4171644137064,0
ירושלים 135,4511,4471,1846,905,781,1628,2503,2727,84700,69300,6200,7600,-.00886721347816444,.133906633906634,.158770806658131,.225806451612903,36.0895588561295,41.2883023932006,17.3132343161162,20.2415566987251,-.886721347816444,1
ירושלים 1346,1425,2003,844,510, , , ,1027,83600, , ,8100,.405614035087719, , , , ,42.1367948077883, ,25.4618072890664,40.5614035087719,0
ירושלים 1345,1043,1563, , , , , , , , , , ,.49856184084372, , , , , , , ,49.856184084372,0
ירושלים 1344,3214,3211,1089,550,420,887,1750,1912,70300,46000,4400,6600,-.000933416303671386,.227733934611049,.30952380952381,.5,27.5980087118855,33.9146683276238,13.0678282514001,17.1286203674868,-.0933416303671386,1
ירושלים 1343,2343,3375,1656,1044,632,1158,1335,1744,96800,61800,6000,8700,.440460947503201,.430051813471503,.651898734177215,.45,49.4238156209987,49.0666666666667,26.973965002134,30.9333333333333,44.0460947503201,0
ירושלים 1342,4773,4715,2530,1648,1475,2382,2602,2406,84500,63400,6000,7800,-.0121516865702912,.0621326616288833,.11728813559322,.3,49.9057196731615,53.6585365853659,30.9029960192751,34.9522799575822,-1.21516865702912,1
ירושלים 1341,1012,3133,1487,932, , , ,1621,104000, , ,9400,2.09584980237154, , , , ,47.4624960102138, ,29.7478455154804,209.584980237154,0
ירושלים 134,2865,2695,1083,527,483,998,1570,1647,84700,63700,5800,7500,-.0593368237347295,.0851703406813626,.0910973084886129,.293103448275862,34.8342059336824,40.1855287569573,16.8586387434555,19.5547309833024,-5.93368237347295,1
ירושלים 1336,792,1079, , , , , , , , , , ,.362373737373737, , , , , , , ,36.2373737373737,0
ירושלים 1335,2785,3037,1292,756,533,993,1467,1521,70200,50300,4900,6900,.0904847396768402,.30110775427996,.418386491557223,.408163265306122,35.6552962298025,42.5419822192954,19.1382405745063,24.8929864998354,9.04847396768402,1
ירושלים 1334,2624,2524,1304,896,797,1169,1209,1181,81700,63600,6000,7500,-.038109756097561,.115483319076134,.124215809284818,.25,44.5503048780488,51.6640253565769,30.3734756097561,35.4992076069731,-3.8109756097561,1
ירושלים 1333,1890,1989, , , , , , , , , , ,.0523809523809524, , , , , , , ,5.23809523809524,0
ירושלים 1332,2882, , , ,608,1058,1339, , ,48500,4700, , , , , ,36.7106176266482, ,21.0964607911173, , , 
ירושלים 133,4027,5445,2188,958,568,1238,1981,3321,79600,67100,6000,7300,.35212316861187,.767366720516963,.686619718309859,.216666666666667,30.7424882046188,40.1836547291093,14.1047926496151,17.5941230486685,35.212316861187,0
ירושלים 1322,1064,1031, , , , , , , , , , ,-.0310150375939849, , , , , , , ,-3.10150375939849,0
ירושלים 1321,1869,2031,1188,860, , , ,906,71300, , ,7000,.086677367576244, , , , ,58.493353028065, ,42.3436730674545,8.6677367576244,0
ירושלים 132,4636,4485,1845,934,882,1749,2579,2631,83300,65300,5900,7500,-.0325711820534944,.0548885077186965,.0589569160997732,.271186440677966,37.7264883520276,41.1371237458194,19.0250215703192,20.82497212932,-3.25711820534944,1
ירושלים 1314,2178,1985, , ,716,1111,1134, , ,57900,5600, ,-.088613406795225, , , ,51.010101010101, ,32.8741965105601, ,-8.8613406795225,0
ירושלים 1313,2028,2010,932,659,613,949,1037,916,78900,54900,5700,7300,-.00887573964497046,-.017913593256059,.0750407830342577,.280701754385965,46.7948717948718,46.3681592039801,30.2268244575937,32.7860696517413,-.887573964497046,1
ירושלים 1312,3194,3374,1949,1483,1167,1655,1440,1414,99300,71500,6700,9100,.0563556668753913,.177643504531722,.270779777206512,.358208955223881,51.8159048215404,57.7652637818613,36.5372573575454,43.9537640782454,5.63556668753913,1
ירושלים 1311,2608,2568,1329,953,830,1310,1408,1163,91000,57600,5700,8300,-.0153374233128835,.0145038167938931,.148192771084337,.456140350877193,50.2300613496933,51.7523364485981,31.8251533742331,37.1105919003115,-1.53374233128835,1
ירושלים 131,1564,2572,1162,515, , , ,1493,87300, , ,7900,.644501278772379, , , , ,45.1788491446345, ,20.0233281493002,64.4501278772378,0
ירושלים 125,3409,3810,1251,587,530,1214,2091,2174,77900,58800,5400,7000,.117629803461426,.0304777594728172,.107547169811321,.296296296296296,35.6116163097683,32.8346456692913,15.5470812555001,15.4068241469816,11.7629803461426,1
ירושלים 124,2476,2244,852,455,450,935,1385,1273,77400,60400,5400,7100,-.0936995153473344,-.0887700534759358,.0111111111111111,.314814814814815,37.7625201938611,37.9679144385027,18.1744749596123,20.2762923351159,-9.36995153473345,1
ירושלים 123,4828,4768,2005,1035,1037,2067,2869,2814,80700,60100,5400,7200,-.0124275062137531,-.0299951620706338,-.00192864030858242,.333333333333333,42.8127589063795,42.0511744966443,21.4788732394366,21.7072147651007,-1.24275062137531,1
ירושלים 1223,3296,3846,2155,1509,1265,1864,1663,1812,84500,65600,6500,8000,.166868932038835,.156115879828326,.192885375494071,.230769230769231,56.5533980582524,56.0322412896516,38.379854368932,39.2355694227769,16.6868932038835,1
ירושלים 1222,4538,5264,2686,1933,1607,2437,2302,2302,97600,66000,6200,9100,.159982371088585,.102174805088223,.202862476664592,.467741935483871,53.7020713970912,51.0258358662614,35.4120758043191,36.7211246200608,15.9982371088585,1
ירושלים 1221,5670,6464,2033,1286,1014,1837,2937,3250,79200,58300,5500,7400,.140035273368607,.106695699510071,.268244575936884,.345454545454545,32.3985890652557,31.4511138613861,17.8835978835979,19.894801980198,14.0035273368607,1
ירושלים 122,3098,3219,1276,616,622,1199,1681,1860,84600,66900,5900,7400,.0390574564234991,.0642201834862386,-.00964630225080387,.254237288135593,38.7023886378309,39.6396396396396,20.0774693350549,19.1363777570674,3.90574564234991,1
ירושלים 1217,4261,4151,1672,1124,835,1447,2161,1988,95100,56600,5400,8400,-.0258155362590942,.155494125777471,.346107784431138,.555555555555556,33.959164515372,40.2794507347627,19.5963388875851,27.0778125752831,-2.58155362590942,1
ירושלים 1216,4061,4155,1754,1168,924,1569,2155,2100,85100,57700,5400,8000,.0231470081260774,.117909496494583,.264069264069264,.481481481481481,38.6358039891652,42.2141997593261,22.7530164983994,28.1107099879663,2.31470081260774,1
ירושלים 1215,4478,5380,1724,1029,427,1021,2752,2846,86600,51700,4800,7800,.201429209468513,.688540646425073,1.40983606557377,.625,22.8003573023671,32.0446096654275,9.53550692273336,19.1263940520446,20.1429209468513,1
ירושלים 1214,2412,2690,794,417,190,570,1467,1505,82200,51900,4700,7500,.115257048092869,.392982456140351,1.19473684210526,.595744680851064,23.6318407960199,29.5167286245353,7.87728026533997,15.5018587360595,11.5257048092869,1
